DAY;MONTH;YEAR;SITE;SOUTHLAT;WESTLONG;HEIGHT;QUADRAT;ACANTH_EC;ACAN_ ECHINATA;CHAE_PER;CHIT_CUM;CHIT_GRA;CHI_MAG;CHIT_LAT;ENOPLOCH;CH_BARNESI;TEGU_ATRA;TON_BENA;TON_CHIL;TON_ELEG;TON_LIN;TON_SP;COL_ORB;COL_PARA;COLLISELLA_SP;FIS_COST;FIS_CRAS;FIS_CUM;FIS_LIMB;FIS_MAX;FIS_LATI;FIS_PICT;FIS_PULC;FIS_SP;FIS_UNID;FIS_NIG;SCU_ARAU;SCU_CECI;SCU_PLAN;SCU_SCUR;SCU_VARI;SCU_VIRI;SCU_JUV;SCU_ZEBR;TEG_ATRA;LITT_ARAU;LITT_PERU;TRIMUSCU;CREPIDULA;CALIPTR;CONCHOLE;ONCHIDELLA;NUCELLA;SIPHONAR;EURYPODI;TALIEPUS_DENTATUS;ACA_GAYI;ACA_HASS;LEPTOGRAP;PETROLISTHES_LAEVIGATUS;ALLOPETRO_SP;PACHYCHELES_GROSS;LOXECHINUS_ALBUS;TETRAPIGUS_NIGER;STICHAS;ANE_ALICE;ANTHOTOE;BUNODACT;ISOLAUCT;PARANTHEO;PHYMACTI;PHYMANTHEA_PLUV;BRACHIDO;PERUMYTI;SEMIMYTI;JHELIUS;NOTHOCHT;AUSTROMEG;BALAN_SP;BALAN_FL;BALAN_LA;HELIASTE;PYURA;PHRAGMAT;BRYOPSIS;SPHA_CHAMISSOI;CENTROC;CERAMIUM;PTEROCLADIA;CHAETOMO;CLADOPH;ECTOCARP;POLYSIPH;POLYSIPH_SEC;RAMA;RIZHOCL;FIL_SP;FIL_SP_SEC;ENTEROMO;PORPHYRA;SCYTHOSI;ULVA_SP;CRYPTOM;PETALONI;SARCOTH;SCHYZIMENIA;ADENOCY;AHNFELTI;AHNPSIS;CHONDRUS;CODIUM;COLP_PHA;COLP_SIN;GEL_LING;GEL_REX;GEL_SP;GEL_SEC;GLOSSOPH;GRATELOU;GYMNOG;HALO_FUN;HYPNEA;LAURENC;MAZZAE;MAZZAE_SEC;MONTEMAR;MONTEMAR_SEC;NOTHOGE;GIFORDIA;RHODOGLOSSUM;GASTROCLONIUM;PETROGLO;PLOCAM;PRIONIT;RHODYM;SCHOTTE;TREMATO;DURV_PRI;DURV_SEC;DURV_DENS;LESS_PRI;LESS_DENS;MACR_PRI;LESS_NIG_SEC;MACR_PYR_SEC;CORALLIN;ERYTHROTRICHIA_POLIFORMA;HILDENB;LITHOTH;RALFSIA;ULV_CRU;PEYSO;DIATOMS;BANGIA;BLIDINGIA;SAND;BA_ROCK;SP_RED_1;SP_RED_2;CERAMIAL;CYANOPHYTA;CYANOPHYTA SEC;ESPONJA_AMARILLA;SCU_SP;SPIRORBIDO;BRYOZOO;%;MEANSST;SEASON$;%SEASON$;HEIGHT$;BENCH;SLATITUDE;RANDOM;QUADRAT$;OLD_QUADRAT$;ROW_N;REMARKS;M 18;SAMPLE.TIME
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;56;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;NA;0;0;4;0;0;0;1;0;4;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;32;0;0;96;0;0;0;4;4;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;3;1;35;random;PELL_L1_03;PEL_L1_3;471;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;1;0;0;12;NA;20;0;0;92;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;%;12,92;summer;3;3;1;35;random;PELL_L1_03;PEL_L3_3;472;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_04;0;0;0;0;8;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;NA;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;24;0;0;56;0;0;0;0;8;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;3;1;35;random;PELL_L1_04;PEL_L1_4;473;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_04;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;NA;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;20;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;4;16;1;0;0;0;NA;24;0;0;60,00000381;0;0;0;4;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;%;12,92;summer;3;3;1;35;random;PELL_L1_04;PEL_L3_4;474;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;32;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;12;0;0;84;0;0;0;0;1;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;3;1;35;random;PELL_L1_05;PEL_L1_5;475;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_05;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;1;0;0;1;NA;16;0;0;84;0;0;0;16;8;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;%;12,92;summer;3;3;1;35;random;PELL_L1_05;PEL_L3_5;476;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;28;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;NA;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;24;0;0;84;0;0;0;0;1;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;3;1;35;random;PELL_L1_06;PEL_L1_6;477;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;4;0;0;0;NA;24;0;0;88;0;0;0;28;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;%;12,92;summer;3;3;1;35;random;PELL_L1_06;PEL_L3_6;478;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;36;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;12;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;21;0;0;88;0;0;0;1;1;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;3;1;35;random;PELL_L1_07;PEL_L1_7;479;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;12;4;0;0;0;NA;28;0;0;100;0;0;0;4;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;%;12,92;summer;3;3;1;35;random;PELL_L1_07;PEL_L3_7;480;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;12;12;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;12;0;0;72;0;0;0;1;1;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;3;1;35;random;PELL_L1_08;PEL_L1_8;481;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_08;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;0;0;1;0;0;0;0;8;0;0;0;1;0;0;0;0;NA;NA;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;32;0;0;0;1;0;0;0;0;NA;0;NA;0;0;0;0;0;0;1;0;0;0;0;0;NA;12;0;0;20;0;0;0;12;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;%;12,92;summer;3;3;1;35;random;PELL_L1_08;PEL_L3_8;482;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_09;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;NA;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;0;24;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;1;0;0;1;NA;20;0;0;88;0;0;0;4;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;%;12,92;summer;3;3;1;35;random;PELL_L1_09;PEL_L3_9;483;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L1_10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;NA;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;1;0;1;0;1;1;NA;16;0;0;64;0;0;0;12;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;%;12,92;summer;3;3;1;35;random;PELL_L1_10;PEL_L3_10;484;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L2_01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;NA;0;0;0;0;0;0;0;4;0;0;0;0;0;0;4;0;0;0;NA;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;12;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;16;0;0;96;0;0;0;0;1;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;3;2;35;random;PELL_L2_01;PEL_L2_1;485;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L2_02;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;36;36;0;NA;0;0;0;0;0;0;4;0;0;0;0;0;0;4;8;0;0;0;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;8;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;8;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;20;0;0;92;0;1;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;3;2;35;random;PELL_L2_02;PEL_L2_2;486;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L2_03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;64;0;NA;0;0;0;0;0;0;0;12;0;0;0;0;0;0;4;0;0;0;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;20;0;0;92;0;0;0;0;1;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;3;2;35;random;PELL_L2_03;PEL_L2_3;487;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L2_04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;NA;NA;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;16;0;0;88;0;0;0;4;4;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;3;2;35;random;PELL_L2_04;PEL_L2_4;488;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L2_05;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;28;28;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;1;0;0;0;NA;24;0;0;64;0;0;0;36;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;3;2;35;random;PELL_L2_05;PEL_L2_5;489;NA;0;1
NA;NA;1998;PELL;35,82;72,6;L;PELL_L2_06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;32;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;3;2;35;random;PELL_L2_06;PEL_L2_6;490;NA;0;1
NA;NA;1998;PELL;35,82;72,6;M;PELL_M1_01;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;28;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;2;1;35;random;PELL_M1_01;PEL_M1_1;491;NA;0;1
NA;NA;1998;PELL;35,82;72,6;M;PELL_M1_01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;1;24;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;4;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;8;0;0;0;0;0;0;1;8;NA;0;NA;1;0;0;0;0;0;12;0;8;0;0;0;NA;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;%;12,92;summer;3;2;1;35;random;PELL_M1_01;PEL_ML3_1;492;NA;0;1
NA;NA;1998;PELL;35,82;72,6;M;PELL_M1_02;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;25;0;0;0;0;NA;0;0;0;0;0;0;0;4;0;0;25;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;1;0;0;52;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;NA;NA;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;2;1;35;random;PELL_M1_02;PEL_M1_2;493;NA;0;1
NA;NA;1998;PELL;35,82;72,6;M;PELL_M1_02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;1;0;0;0;0;0;0;0;0;48;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;0;1;4;0;0;0;NA;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;%;12,92;summer;3;2;1;35;random;PELL_M1_02;PEL_ML3_2;494;NA;0;1
NA;NA;1998;PELL;35,82;72,6;M;PELL_M1_03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;52;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;2;1;35;random;PELL_M1_03;PEL_M1_3;495;NA;0;1
NA;NA;1998;PELL;35,82;72,6;M;PELL_M1_03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;1;1;0;4;0;0;0;0;0;0;0;0;0;16;0;0;0;NA;NA;1;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;NA;0;NA;0;0;0;0;0;0;24;0;4;0;0;0;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;%;12,92;summer;3;2;1;35;random;PELL_M1_03;PEL_ML3_3;496;NA;0;1
NA;NA;1998;PELL;35,82;72,6;M;PELL_M1_04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;20;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;48;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;1;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;NA;0;NA;1;0;0;0;0;0;0;0;0;4;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;2;1;35;random;PELL_M1_04;PEL_M1_4;497;NA;0;1
NA;NA;1998;PELL;35,82;72,6;M;PELL_M1_04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;1;0;0;0;0;0;0;8;0;0;0;0;1;1;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;1;0;0;4;0;0;0;0;0;88;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;0;0;0;4;0;0;0;0;0;NA;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;%;12,92;summer;3;2;1;35;random;PELL_M1_04;PEL_ML3_4;498;NA;0;1
NA;NA;1998;PELL;35,82;72,6;M;PELL_M1_05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;56;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;NA;NA;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;NA;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;%;12,92;winter;1;2;1;35;random;PELL_M1_05;PEL_M1_5;499;NA;0;1
NA;NA;1998;PELL;35,82;72,6;M;PELL_M1_05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;1;0;0;0;0;0;0;0;0;80;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;NA;0;NA;0;0;0;0;0;0;12;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;%;12,92;summer;3;2;1;35;random;PELL_M1_05;PEL_ML3_5;500;NA;0;1
